WM Loss_t0,WM Loss_t1,WM Loss_t2,WM Loss_t3,WM Loss_t4,WM Loss_t5,WM Loss_t6,WM Loss_t7,WM Loss_t8,WM Loss_t9,SWM Loss_t0,SWM Loss_t1,SWM Loss_t2,SWM Loss_t3,SWM Loss_t4,SWM Loss_t5,SWM Loss_t6,SWM Loss_t7,SWM Loss_t8,SWM Loss_t9
0.29452479969130624,0.30060933035214743,0.3044871796184116,0.31212584014468725,0.3175491986433665,0.32516669837633766,0.33157428568734065,0.3361325887415144,0.34319778136677215,0.3510776797612508,0.044853264231152004,0.04683448389305009,0.04989359768496619,0.0540682936112086,0.05902855639722612,0.06484195340341992,0.0713334478020668,0.07821713113387425,0.08550538393391503,0.09347647830910152
0.2907338790098826,0.29329393507109747,0.2990091868612501,0.3029678020954132,0.30995602895418806,0.31575795381863914,0.32078531771765817,0.32642149910397,0.33228756098747253,0.33858044356769984,0.04433817244569461,0.04622104918426938,0.04925219209591548,0.053401896833048926,0.058341361825995974,0.06431819579336379,0.0708546693444252,0.07769754532443153,0.08496927603615655,0.09249293151961432
0.300616856124666,0.3027647517575158,0.3083352280351851,0.31324249278174504,0.3201064808209737,0.325663220887714,0.33095519411828783,0.3370441618230608,0.3436141884115007,0.35012610167397396,0.04530969457493888,0.047164059227042726,0.05008299725055695,0.054213987516032326,0.059061806990040676,0.06449373015297784,0.07077866262329949,0.07751332715352376,0.0846385205189387,0.09232337279319763
0.29911671017540825,0.30392618778016833,0.30885605681207445,0.3148264437092675,0.319312122964859,0.326627092827691,0.33184400521384344,0.3402751127401988,0.3466235936482747,0.3539634708722432,0.045370803671412996,0.04733417083554798,0.0505012390560574,0.05477474333577686,0.05993347840176688,0.06618812098503113,0.07282923836045795,0.08010374811755286,0.08778075635698107,0.09548524115085602
0.3011187809944153,0.305780289167828,0.3132065691894955,0.32002805376582677,0.3257256214936574,0.33237721722390917,0.337844613732232,0.34420973578029207,0.3492115348656972,0.3540936028321584,0.045966947860850225,0.04804997614092297,0.05121132833427853,0.05541816538837221,0.06038192106882731,0.06614774769147237,0.07222589645120833,0.07900335541831123,0.08629418801201715,0.0939898273838891
0.2979887086921268,0.3023064966360728,0.3089063754081726,0.3149719566928016,0.31959284477233885,0.32442120768229166,0.33013077949947783,0.3357404672304789,0.34149435953564117,0.346028909418318,0.04493371530108982,0.04680098945299784,0.049770164885785846,0.05376964361402724,0.05858650407658683,0.06413036905262205,0.07026124645736483,0.07695121470557319,0.08406394131448534,0.09174607128567165
0.2960492807759179,0.2996487490442064,0.30489903859562345,0.3105386720657349,0.31755235414505006,0.32296992606586883,0.32989864234924315,0.33729999774826896,0.34216109028392366,0.34820089292526246,0.04447942192819383,0.046223484526077906,0.049089595030413734,0.05302479216125276,0.05788356191052331,0.06359660381873448,0.0699756299217542,0.07703268295526504,0.0840992032819324,0.09172914733621809
0.29504811471833126,0.29885732417636446,0.30310936812824674,0.31001095430586073,0.31531031703948975,0.32091749964820016,0.32599259497324623,0.3327469003094567,0.3393805255572001,0.3467487679481506,0.04379116104973687,0.04563669251402219,0.048733706679609086,0.05291131457090378,0.058152130423651804,0.06404562205738491,0.07079862384663688,0.07791270207034216,0.08526081139776442,0.0933847295443217
0.29282184366120234,0.29930681551297506,0.3036061606884003,0.30943711915545996,0.3155785956647661,0.3210889613946279,0.3273904093530443,0.33320744702551097,0.33993662577205236,0.3460765353149838,0.04436032570865419,0.04643510004811817,0.04972204231156243,0.05412286874983046,0.059331365802552966,0.06539174632628758,0.07195516801277796,0.07911079444885254,0.0867218526509073,0.09482064718670315
0.29423808569378324,0.29967630751927693,0.3040022491561042,0.31147120400534734,0.316755570019616,0.3222863166968028,0.3263466681639353,0.33138661737442016,0.33779252297083534,0.34316657463709516,0.04612338391211298,0.047999865980943045,0.051120965949694314,0.05525512057675255,0.060228301538361444,0.06597887040509118,0.07235450260241827,0.07940439299345016,0.0865873761481709,0.09423500040107304
